date.added.to.catalog	pubmedid	first.author	date	journal	link	study	disease.trait	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	snp.gene.ids	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	snps	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc
12/9/2010	20972440	Houlston RS	10/24/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20972440	"Meta-analysis of three genome-wide association studies identifies susceptibility loci for colorectal cancer at 1q41, 3q26.2, 12q13.13 and 20q13.33."	Colorectal cancer	"3,334 European ancestry cases, 4,628 European ancestry controls"	"14,851 European ancestry cases, 15,569 European ancestry controls"	1q41	1	221991606	DUSP10	LOC105372950 - LOC105372953	105372950	105372953		75465	394035	rs6687758-G	rs6687758		6687758	regulatory_region_variant	0	NR	2.00E-09	8.698970004		1.09	[1.06-1.12]	Illumina [up to 550000] (imputed)
8/3/2011	21725308	Hu Z	7/3/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21725308	A genome-wide association study identifies two new lung cancer susceptibility loci at 13q12.12 and 22q12.2 in Han Chinese.	Lung cancer	"2,331 Han Chinese ancestry cases, 3,077 Han Chinese ancestry controls"	"6,313 Han Chinese ancestry cases, 6,409 Han Chinese ancestry controls"	3q28	3	189638472	TP63	TP63			8626			rs4488809-C	rs4488809		4488809	intron_variant	0	0.47	7.00E-26	25.15490196		1.26	[1.21-1.32]	Affymetrix [906703]
8/3/2011	21725308	Hu Z	7/3/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21725308	A genome-wide association study identifies two new lung cancer susceptibility loci at 13q12.12 and 22q12.2 in Han Chinese.	Lung cancer	"2,331 Han Chinese ancestry cases, 3,077 Han Chinese ancestry controls"	"6,313 Han Chinese ancestry cases, 6,409 Han Chinese ancestry controls"	5p15.33	5	1286401	TERT	TERT			7015			rs2736100-C	rs2736100		2736100	intron_variant	0	0.41	1.00E-27	27		1.27	[1.22-1.33]	Affymetrix [906703]
8/3/2011	21725308	Hu Z	7/3/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21725308	A genome-wide association study identifies two new lung cancer susceptibility loci at 13q12.12 and 22q12.2 in Han Chinese.	Lung cancer	"2,331 Han Chinese ancestry cases, 3,077 Han Chinese ancestry controls"	"6,313 Han Chinese ancestry cases, 6,409 Han Chinese ancestry controls"	13q12.12	13	23719720	MIPEP	LOC105370113			105370113			rs753955-G	rs753955		753955	regulatory_region_variant	0	0.29	2.00E-12	11.69897		1.18	[1.13-1.24]	Affymetrix [906703]
8/3/2011	21725308	Hu Z	7/3/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21725308	A genome-wide association study identifies two new lung cancer susceptibility loci at 13q12.12 and 22q12.2 in Han Chinese.	Lung cancer	"2,331 Han Chinese ancestry cases, 3,077 Han Chinese ancestry controls"	"6,313 Han Chinese ancestry cases, 6,409 Han Chinese ancestry controls"	22q12.2	22	29941597	MTMR3	MTMR3			8897			rs36600-A	rs36600		36600	intron_variant	0	0.09	6.00E-13	12.22184875		1.29	[1.20-1.38]	Affymetrix [906703]
6/16/2008	18385738	Hung RJ	4/3/2008	Nature	www.ncbi.nlm.nih.gov/pubmed/18385738	A susceptibility locus for lung cancer maps to nicotinic acetylcholine receptor subunit genes on 15q25.	Lung cancer	"1,926 European ance other ancestry cases, 2,522 European and other ancestry controls"	"332 European ancestry cases, 462 European ancestry controls, 2,181 European and other ancestry cases, 4,290 European and other ancestry controls"	15q25.1	15	78513681	"CHRNA5, CHRNA3, PSMA4, LOC123688, CHRNB4"	HYKK			123688			rs8034191-C	rs8034191		8034191	intron_variant	0	0.34	5.00E-20	19.30103		1.3	[1.23-1.37]	Illumina [310023]
6/16/2008	17529973	Hunter DJ	5/27/2007	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17529973	A genome-wide association study identifies alleles in FGFR2 associated with risk of sporadic postmenopausal breast cancer.	Breast cancer	"1,145 European ancestry cases, 1,142 European ancestry controls"	"874 European ancestry cases, 1,478 European ancestry controls, 302 cases, 594 controls"	10q26.13	10	121586676	FGFR2	FGFR2			2263			rs1219648-G	rs1219648		1219648	intron_variant	0	0.4	1.00E-10	10		1.2	[1.07-1.42]	Illumina [528173]
3/5/2013	23263487	Jia WH	12/23/2012	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23263487	Genome-wide association analyses in East Asians identify new susceptibility loci for colorectal cancer.	Colorectal cancer	"2,098 East Asian ancestry cases, 5,749 East Asian ancestry controls"	"5,358 East Asian ancestry cases, 5,922 East Asian ancestry controls, 26,060 European ancestry individuals"	12p13.32	12	4259186	"C12orf5, CCND2, FGF6, RAD51AP1, FGF23, PARP11"	CCND2-AS1			103752584			rs10774214-T	rs10774214		10774214	intron_variant	0	0.379	3.00E-08	7.522878745		1.09	[1.06-1.13]	"Affymetrix, Illumina [1636380] (imputed)"
3/5/2013	23263487	Jia WH	12/23/2012	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23263487	Genome-wide association analyses in East Asians identify new susceptibility loci for colorectal cancer.	Colorectal cancer	"2,098 East Asian ancestry cases, 5,749 East Asian ancestry controls"	"5,358 East Asian ancestry cases, 5,922 East Asian ancestry controls, 26,060 European ancestry individuals"	5q31.1	5	135163402	"CATSPER3, PCBD2, MIR4461 and H2AFY, PITX1"	C5orf66			100996485			rs647161-A	rs647161		647161	intron_variant	0	0.667	1.00E-10	10		1.11	[1.08-1.15]	"Affymetrix, Illumina [1636380] (imputed)"
3/5/2013	23263487	Jia WH	12/23/2012	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23263487	Genome-wide association analyses in East Asians identify new susceptibility loci for colorectal cancer.	Colorectal cancer	"2,098 East Asian ancestry cases, 5,749 East Asian ancestry controls"	"5,358 East Asian ancestry cases, 5,922 East Asian ancestry controls, 26,060 European ancestry individuals"	20p12.3	20	7831703	"PLCB1, HAO1"	SRSF10P2			171472			rs2423279-C	rs2423279		2423279	downstream_gene_variant	0	0.252	7.00E-09	8.15490196		1.1	[1.06-1.14]	"Affymetrix, Illumina [1636380] (imputed)"
3/5/2013	23263487	Jia WH	12/23/2012	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23263487	Genome-wide association analyses in East Asians identify new susceptibility loci for colorectal cancer.	Colorectal cancer	"2,098 East Asian ancestry cases, 5,749 East Asian ancestry controls"	"5,358 East Asian ancestry cases, 5,922 East Asian ancestry controls, 26,060 European ancestry individuals"	12p13.32	12	4259186	"C12orf5, CCND2, FGF6, RAD51AP1, FGF23, PARP11"	CCND2-AS1			103752584			rs10774214-T	rs10774214		10774214	intron_variant	0	0.352	5.00E-10	9.301029996	(East Asian)	1.17	[1.11-1.23]	"Affymetrix, Illumina [1636380] (imputed)"
3/5/2013	23263487	Jia WH	12/23/2012	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23263487	Genome-wide association analyses in East Asians identify new susceptibility loci for colorectal cancer.	Colorectal cancer	"2,098 East Asian ancestry cases, 5,749 East Asian ancestry controls"	"5,358 East Asian ancestry cases, 5,922 East Asian ancestry controls, 26,060 European ancestry individuals"	5q31.1	5	135163402	"CATSPER3, PCBD2, MIR4461 and H2AFY, PITX1"	C5orf66			100996485			rs647161-A	rs647161		647161	intron_variant	0	0.313	4.00E-10	9.397940009	(East Asian)	1.17	[1.11-1.22]	"Affymetrix, Illumina [1636380] (imputed)"
3/5/2013	23263487	Jia WH	12/23/2012	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23263487	Genome-wide association analyses in East Asians identify new susceptibility loci for colorectal cancer.	Colorectal cancer	"2,098 East Asian ancestry cases, 5,749 East Asian ancestry controls"	"5,358 East Asian ancestry cases, 5,922 East Asian ancestry controls, 26,060 European ancestry individuals"	20p12.3	20	7831703	"PLCB1, HAO1"	SRSF10P2			171472			rs2423279-C	rs2423279		2423279	downstream_gene_variant	0	0.302	2.00E-07	6.698970004	(East Asian)	1.14	[1.08-1.19]	"Affymetrix, Illumina [1636380] (imputed)"
3/5/2013	23263487	Jia WH	12/23/2012	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23263487	Genome-wide association analyses in East Asians identify new susceptibility loci for colorectal cancer.	Colorectal cancer	"2,098 East Asian ancestry cases, 5,749 East Asian ancestry controls"	"5,358 East Asian ancestry cases, 5,922 East Asian ancestry controls, 26,060 European ancestry individuals"	10q25.3	10	116727589	HSPA12A	HSPA12A			259217			rs1665650-T	rs1665650		1665650	intron_variant	0	0.315	9.00E-07	6.045757491	(East Asian)	1.13	[1.08-1.19]	"Affymetrix, Illumina [1636380] (imputed)"
4/5/2013	23300701	Jiao S	12/26/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23300701	Genome-wide search for gene-gene interactions in colorectal cancer.	Colorectal cancer	"8,380 European ancestry cases, 10,558 European ancestry controls"	"2,527 European ancestry cases, 2,628 European ancestry controls"	6q25.3	6	158014540	intergenic	SYNJ2			8871			rs9365723-?	rs9365723		9365723	intron_variant	0	0.57	4.00E-06	5.397940009	"(rs6687758, known)"	1.27	[1.15-1.41]	Illumina [2011668]
4/5/2013	23300701	Jiao S	12/26/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23300701	Genome-wide search for gene-gene interactions in colorectal cancer.	Colorectal cancer	"8,380 European ancestry cases, 10,558 European ancestry controls"	"2,527 European ancestry cases, 2,628 European ancestry controls"	7p15.3	7	25094230	intergenic	OSBPL3 - CYCS	26031	54205		114018	24421	rs39453-?	rs39453		39453	regulatory_region_variant	0	0.63	2.00E-06	5.698970004	"(rs6687758, known)"	1.28	[1.16-1.43]	Illumina [2011668]
4/5/2013	23300701	Jiao S	12/26/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23300701	Genome-wide search for gene-gene interactions in colorectal cancer.	Colorectal cancer	"8,380 European ancestry cases, 10,558 European ancestry controls"	"2,527 European ancestry cases, 2,628 European ancestry controls"	5q21.3	5	109613236	intergenic	KRT18P42 - LOC105379118	391819	105379118		23576	52828	rs367615-?	rs367615		367615	intergenic_variant	0	0.73	4.00E-08	7.397940009	(rs10795668)	1.35	[1.20-1.49]	Illumina [2011668]
4/5/2013	23300701	Jiao S	12/26/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23300701	Genome-wide search for gene-gene interactions in colorectal cancer.	Colorectal cancer	"8,380 European ancestry cases, 10,558 European ancestry controls"	"2,527 European ancestry cases, 2,628 European ancestry controls"	4q13.2	4	66491736	intergenic	MIR1269A - LOC105377262	100302177	105377262		214808	371128	rs17730929-?	rs17730929		17730929	intergenic_variant	0	0.9	3.00E-06	5.522878745	"(rs7136702, known)"	1.47	[1.25-1.72]	Illumina [2011668]
4/5/2013	23300701	Jiao S	12/26/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23300701	Genome-wide search for gene-gene interactions in colorectal cancer.	Colorectal cancer	"8,380 European ancestry cases, 10,558 European ancestry controls"	"2,527 European ancestry cases, 2,628 European ancestry controls"	9q22.31	9	93868852	CRAC1	LOC101928014 - BARX1	101928014	56033		10525	82775	rs10114408-?	rs10114408		10114408	intergenic_variant	0	0.76	3.00E-06	5.522878745	"(rs4779584, known)"	1.37	[1.20-1.56]	Illumina [2011668]
4/5/2013	23300701	Jiao S	12/26/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23300701	Genome-wide search for gene-gene interactions in colorectal cancer.	Colorectal cancer	"8,380 European ancestry cases, 10,558 European ancestry controls"	"2,527 European ancestry cases, 2,628 European ancestry controls"	3p24.3	3	23101556	intergenic	RANP7 - RPL24P7	100874192	100270963		196218	32763	rs4591517-?	rs4591517		4591517	intergenic_variant	0	0.28	3.00E-06	5.522878745	"(rs4925386, known)"	1.06	[0.88-1.29]	Illumina [2011668]
4/5/2013	23300701	Jiao S	12/26/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23300701	Genome-wide search for gene-gene interactions in colorectal cancer.	Colorectal cancer	"8,380 European ancestry cases, 10,558 European ancestry controls"	"2,527 European ancestry cases, 2,628 European ancestry controls"	12q21.1	12	72020783	intergenic	TPH2			121278			rs10879357-?	rs10879357		10879357	intron_variant	0	0.62	3.00E-06	5.522878745	"(rs1571218, novel)"	1.25	[1.14-1.39]	Illumina [2011668]
1/18/2013	23103227	Jin G	10/25/2012	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23103227	Genetic variants at 6p21.1 and 7p15.3 are associated with risk of multiple cancers in Han Chinese.	"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)"	"2,331 Han Chinese ancestry lung cancer cases, 1,006 Han Chinese ancestry non-cardia gastric cancer cases, 2,031 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 4,006 Han Chinese ancestry controls"	"2,665 Han Chinese ancestry lung cancer cases, 3,330 Han Chinese ancestry non-cardia gastric cancer cases, 3,006 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 11,436 Han Chinese ancestry controls"	6p21.1	6	40568389	LRFN2	LRFN2			57497			rs2494938-A	rs2494938		2494938	intron_variant	0	0.23	2.00E-06	5.698970004	(Lung Cancer)	1.15	[1.08-1.22]	Affymetrix [NR]
1/18/2013	23103227	Jin G	10/25/2012	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23103227	Genetic variants at 6p21.1 and 7p15.3 are associated with risk of multiple cancers in Han Chinese.	"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)"	"2,331 Han Chinese ancestry lung cancer cases, 1,006 Han Chinese ancestry non-cardia gastric cancer cases, 2,031 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 4,006 Han Chinese ancestry controls"	"2,665 Han Chinese ancestry lung cancer cases, 3,330 Han Chinese ancestry non-cardia gastric cancer cases, 3,006 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 11,436 Han Chinese ancestry controls"	6p21.1	6	40568389	LRFN2	LRFN2			57497			rs2494938-A	rs2494938		2494938	intron_variant	0	0.23	5.00E-09	8.301029996	(NCGC)	1.18	[1.12-1.25]	Affymetrix [NR]
1/18/2013	23103227	Jin G	10/25/2012	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23103227	Genetic variants at 6p21.1 and 7p15.3 are associated with risk of multiple cancers in Han Chinese.	"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)"	"2,331 Han Chinese ancestry lung cancer cases, 1,006 Han Chinese ancestry non-cardia gastric cancer cases, 2,031 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 4,006 Han Chinese ancestry controls"	"2,665 Han Chinese ancestry lung cancer cases, 3,330 Han Chinese ancestry non-cardia gastric cancer cases, 3,006 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 11,436 Han Chinese ancestry controls"	6p21.1	6	40568389	LRFN2	LRFN2			57497			rs2494938-A	rs2494938		2494938	intron_variant	0	0.23	1.00E-12	12	(All Cancers)	1.15	[1.10-1.19]	Affymetrix [NR]
1/18/2013	23103227	Jin G	10/25/2012	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23103227	Genetic variants at 6p21.1 and 7p15.3 are associated with risk of multiple cancers in Han Chinese.	"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)"	"2,331 Han Chinese ancestry lung cancer cases, 1,006 Han Chinese ancestry non-cardia gastric cancer cases, 2,031 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 4,006 Han Chinese ancestry controls"	"2,665 Han Chinese ancestry lung cancer cases, 3,330 Han Chinese ancestry non-cardia gastric cancer cases, 3,006 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 11,436 Han Chinese ancestry controls"	7p15.3	7	21544470	"DNAH11, SP4"	DNAH11			8701			rs2285947-A	rs2285947		2285947	intron_variant	0	0.26	2.00E-08	7.698970004	(Lung Cancer)	1.17	[1.11-1.24]	Affymetrix [NR]
1/18/2013	23103227	Jin G	10/25/2012	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23103227	Genetic variants at 6p21.1 and 7p15.3 are associated with risk of multiple cancers in Han Chinese.	"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)"	"2,331 Han Chinese ancestry lung cancer cases, 1,006 Han Chinese ancestry non-cardia gastric cancer cases, 2,031 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 4,006 Han Chinese ancestry controls"	"2,665 Han Chinese ancestry lung cancer cases, 3,330 Han Chinese ancestry non-cardia gastric cancer cases, 3,006 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 11,436 Han Chinese ancestry controls"	7p15.3	7	21544470	"SP4, DNAH11"	DNAH11			8701			rs2285947-A	rs2285947		2285947	intron_variant	0	0.27	1.00E-06	6	(NCGC)	1.14	[1.08-1.21]	Affymetrix [NR]
1/18/2013	23103227	Jin G	10/25/2012	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23103227	Genetic variants at 6p21.1 and 7p15.3 are associated with risk of multiple cancers in Han Chinese.	"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)"	"2,331 Han Chinese ancestry lung cancer cases, 1,006 Han Chinese ancestry non-cardia gastric cancer cases, 2,031 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 4,006 Han Chinese ancestry controls"	"2,665 Han Chinese ancestry lung cancer cases, 3,330 Han Chinese ancestry non-cardia gastric cancer cases, 3,006 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 11,436 Han Chinese ancestry controls"	7p15.3	7	21544470	"SP4, DNAH11"	DNAH11			8701			rs2285947-A	rs2285947		2285947	intron_variant	0	0.27	1.00E-16	16	(All Cancers)	1.17	[1.12-1.21]	Affymetrix [NR]
1/18/2013	23103227	Jin G	10/25/2012	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23103227	Genetic variants at 6p21.1 and 7p15.3 are associated with risk of multiple cancers in Han Chinese.	"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)"	"2,331 Han Chinese ancestry lung cancer cases, 1,006 Han Chinese ancestry non-cardia gastric cancer cases, 2,031 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 4,006 Han Chinese ancestry controls"	"2,665 Han Chinese ancestry lung cancer cases, 3,330 Han Chinese ancestry non-cardia gastric cancer cases, 3,006 Han Chinese ancestry esophageal squamous-cell carcinoma cases, 11,436 Han Chinese ancestry controls"	7p15.3	7	21544470	"SP4, DNAH11"	DNAH11			8701			rs2285947-A	rs2285947		2285947	intron_variant	0	0.27	3.00E-06	5.522878745	(ESCC)	1.14	[1.08-1.21]	Affymetrix [NR]
6/14/2009	19483682	Kanetsky PA	5/31/2009	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19483682	Common variation in KITLG and at 5q31.3 predisposes to testicular germ cell cancer.	Testicular cancer	"277 European ancestry cases, 919 European ancestry controls"	"371 European ancestry  cases with their 408 parents, 860 European ancestry controls"	12q21.32	12	88560182	KITLG	KITLG			4254			rs4474514-A	rs4474514		4474514	intron_variant	0	NR	6.00E-15	14.22184875		3.07	[2.29-4.13]	Affymetrix [611254]
