date.added.to.catalog	PUBMEDID	first.author	date	journal	link	STUDY	DISEASE/TRAIT	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	SNP_GENE_IDS	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	SNPS	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc	CNV
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	10q26.3	10	131149699	TCERG1L	TCERG1L			256536			rs10741243-G	rs10741243		10741243	intron_variant	0	0.93	5.00E-06	5.301029996	(Indian)	1.75	[1.38-2.23]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	3q23	3	142712158	PLS1	PLS1			5357			rs3773506-C	rs3773506		3773506	3_prime_UTR_variant	0	0.06	9.00E-06	5.045757491	(Indian)	1.81	[1.39-2.35]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	19q13.2	19	39090097	FLJ16165	PAPL			390928			rs472265-G	rs472265		472265	intron_variant	0	0.22	9.00E-06	5.045757491	(Indian)	1.39	[1.20-1.61]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	4q32.3	4	163611649	1-Mar	1-Mar			55016			rs3792615-T	rs3792615		3792615	intron_variant	0	0.95	9.00E-06	5.045757491	(Indian)	1.93	[1.45-2.59]	Illumina [~ 2000000] (imputed)	N
6/3/2011	21573907	Parra EJ	5/15/2011	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/21573907	"Genome-wide association study of type 2 diabetes in a sample from Mexico City and a meta-analysis of a Mexican-American sample from Starr County, Texas."	Type 2 diabetes	"1,804 Hispanic cases, 780 Hispanic controls"	European ancestry individuals	3q27.2	3	185813873	IGF2BP2	IGF2BP2			10644			rs1374910-T	rs1374910		1374910	intron_variant	0	NR	1.00E-07	7		1.24	[1.15-1.34]	Affymetrix [315658]	N
6/3/2011	21573907	Parra EJ	5/15/2011	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/21573907	"Genome-wide association study of type 2 diabetes in a sample from Mexico City and a meta-analysis of a Mexican-American sample from Starr County, Texas."	Type 2 diabetes	"1,804 Hispanic cases, 780 Hispanic controls"	European ancestry individuals	9p21.3	9	22136490	"CDKN2A, CDKN2B"	CDKN2B-AS1 - DMRTA1	100048912	63951		15393	310351	rs1333051-A	rs1333051		1333051	regulatory_region_variant	0	NR	6.00E-10	9.22184875		1.22	[1.15-1.30]	Affymetrix [315658]	N
6/3/2011	21573907	Parra EJ	5/15/2011	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/21573907	"Genome-wide association study of type 2 diabetes in a sample from Mexico City and a meta-analysis of a Mexican-American sample from Starr County, Texas."	Type 2 diabetes	"1,804 Hispanic cases, 780 Hispanic controls"	European ancestry individuals	11p15.4	11	2818521	KCNQ1	KCNQ1			3784			rs2237892-C	rs2237892		2237892	intron_variant	0	NR	4.00E-06	5.397940009		1.2	[1.11-1.29]	Affymetrix [315658]	N
6/3/2011	21573907	Parra EJ	5/15/2011	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/21573907	"Genome-wide association study of type 2 diabetes in a sample from Mexico City and a meta-analysis of a Mexican-American sample from Starr County, Texas."	Type 2 diabetes	"1,804 Hispanic cases, 780 Hispanic controls"	European ancestry individuals	12q24.31	12	120965129	HNF1A	RPL12P33 - HNF1A-AS1	643550	283460		47848	4709	rs7305618-C	rs7305618		7305618	intron_variant	0	NR	2.00E-08	7.698970004		1.14	[1.09-1.20]	Affymetrix [315658]	N
6/3/2011	21573907	Parra EJ	5/15/2011	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/21573907	"Genome-wide association study of type 2 diabetes in a sample from Mexico City and a meta-analysis of a Mexican-American sample from Starr County, Texas."	Type 2 diabetes	"1,804 Hispanic cases, 780 Hispanic controls"	European ancestry individuals	14q32.2	14	100676553	C14orf70	LINC00523 - LOC105370668	283601	105370668		3809	7229	rs730570-G	rs730570		730570	splice_region_variant	0	NR	8.00E-06	5.096910013		1.14	[1.08-1.21]	Affymetrix [315658]	N
6/18/2011	21647700	Below JE	6/7/2011	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/21647700	"Genome-wide association and meta-analysis in populations from Starr County, Texas, and Mexico City identify type 2 diabetes susceptibility loci and enrichment for expression quantitative trait loci in top signals."	Type 2 diabetes	"837 Mexican American cases, 436 Mexican American controls"	"967 Mexican ancestry cases, 343 Mexican ancestry controls"	9p23	9	10430602	PTPRD	PTPRD			5789			rs649891-C	rs649891		649891	intron_variant	0	0.35	6.00E-06	5.22184875				Affymetrix [1829586] (imputed)	N
8/18/2011	21799836	Cui B	7/22/2011	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21799836	A genome-wide association study confirms previously reported loci for type 2 diabetes in Han Chinese.	Type 2 diabetes	"793 Han Chinese ancestry cases, 806 Han Chinese ancestry controls"	"4,445 Han Chinese ancestry cases, 4,458 Han Chinese ancestry controls"	11p15.4	11	2822986	KCNQ1	KCNQ1			3784			rs163182-C	rs163182		163182	intron_variant	0	0.34	2.00E-17	16.69897		1.28	[NR]	Illumina [474515]	N
8/18/2011	21799836	Cui B	7/22/2011	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21799836	A genome-wide association study confirms previously reported loci for type 2 diabetes in Han Chinese.	Type 2 diabetes	"793 Han Chinese ancestry cases, 806 Han Chinese ancestry controls"	"4,445 Han Chinese ancestry cases, 4,458 Han Chinese ancestry controls"	15q22.2	15	62121815	"C2CD4B, C2CD4A"	NPM1P47 - C2CD4B	100129972	388125		38416	41723	rs1436953-G	rs1436953		1436953	intergenic_variant	0	0.64	8.00E-06	5.096910013		1.14	[NR]	Illumina [474515]	N
9/28/2011	21874001	Kooner JS	8/28/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21874001	Genome-wide association study in individuals of South Asian ancestry identifies six new type 2 diabetes susceptibility loci.	Type 2 diabetes	"5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls"	"13,170 South Asian ancestry cases, 25,398 South Asian ancestry controls"	2q24.3	2	164645339	GRB14	GRB14 - LOC101929615	2888	101929615		23489	8044	rs3923113-A	rs3923113		3923113	intergenic_variant	0	0.74	1.00E-08	8		1.09	[1.06-1.13]	Illumina [568976]	N
9/28/2011	21874001	Kooner JS	8/28/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21874001	Genome-wide association study in individuals of South Asian ancestry identifies six new type 2 diabetes susceptibility loci.	Type 2 diabetes	"5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls"	"13,170 South Asian ancestry cases, 25,398 South Asian ancestry controls"	3q27.3	3	186948673	ST6GAL1	ST6GAL1			6480			rs16861329-G	rs16861329		16861329	intron_variant	0	0.75	3.00E-08	7.522878745		1.09	[1.06-1.12]	Illumina [568976]	N
9/28/2011	21874001	Kooner JS	8/28/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21874001	Genome-wide association study in individuals of South Asian ancestry identifies six new type 2 diabetes susceptibility loci.	Type 2 diabetes	"5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls"	"13,170 South Asian ancestry cases, 25,398 South Asian ancestry controls"	10q22.1	10	69171718	VPS26A	VPS26A			9559			rs1802295-A	rs1802295		1802295	3_prime_UTR_variant	0	0.26	4.00E-08	7.397940009		1.08	[1.05-1.12]	Illumina [568976]	N
9/28/2011	21874001	Kooner JS	8/28/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21874001	Genome-wide association study in individuals of South Asian ancestry identifies six new type 2 diabetes susceptibility loci.	Type 2 diabetes	"5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls"	"13,170 South Asian ancestry cases, 25,398 South Asian ancestry controls"	15q24.3	15	77454848	HMG20A	HMG20A			10363			rs7178572-G	rs7178572		7178572	intron_variant	0	0.52	7.00E-11	10.15490196		1.09	[1.06-1.12]	Illumina [568976]	N
9/28/2011	21874001	Kooner JS	8/28/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21874001	Genome-wide association study in individuals of South Asian ancestry identifies six new type 2 diabetes susceptibility loci.	Type 2 diabetes	"5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls"	"13,170 South Asian ancestry cases, 25,398 South Asian ancestry controls"	15q26.1	15	89831025	AP3S2	"AP3S2, C15orf38-AP3S2"			"10239, 100526783"			rs2028299-C	rs2028299		2028299	3_prime_UTR_variant	0	0.31	2.00E-11	10.69897		1.1	[1.07-1.13]	Illumina [568976]	N
9/28/2011	21874001	Kooner JS	8/28/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21874001	Genome-wide association study in individuals of South Asian ancestry identifies six new type 2 diabetes susceptibility loci.	Type 2 diabetes	"5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls"	"13,170 South Asian ancestry cases, 25,398 South Asian ancestry controls"	20q13.12	20	44360627	HNF4A	HNF4A			3172			rs4812829-A	rs4812829		4812829	intron_variant	0	0.29	3.00E-10	9.522878745		1.09	[1.06-1.12]	Illumina [568976]	N
12/17/2011	22101970	Kho AN	11/19/2011	J Am Med Inform Assoc	www.ncbi.nlm.nih.gov/pubmed/22101970	Use of diverse electronic medical record systems to identify genetic risk for type 2 diabetes within a genome-wide association study.	Type 2 diabetes	"2,413 European ancestry cases, 2,392 European ancestry controls, 810 African American cases, 873 African American controls"	NA	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.26 (EA+AA)	2.00E-15	14.69897		1.46	[NR]	Illumina [NR]	N
1/18/2012	22158537	Cho YS	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	Type 2 diabetes	"5,999 East Asian ancestry cases, 9,001 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	"18,127 East Asian ancestry cases, 17,746 East Asian ancestry controls"	4p16.3	4	1316113	MAEA	MAEA			10296			rs6815464-C	rs6815464		6815464	intron_variant	0	0.58	2.00E-20	19.69897		1.13	[1.10–1.16]	"Affymetrix, Illumina [2626356] (imputed)"	N
1/18/2012	22158537	Cho YS	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	Type 2 diabetes	"5,999 East Asian ancestry cases, 9,001 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	"18,127 East Asian ancestry cases, 17,746 East Asian ancestry controls"	9p24.2	9	4287466	GLIS3	GLIS3			169792			rs7041847-A	rs7041847		7041847	intron_variant	0	0.41	2.00E-14	13.69897		1.1	[1.07–1.13]	"Affymetrix, Illumina [2626356] (imputed)"	N
1/18/2012	22158537	Cho YS	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	Type 2 diabetes	"5,999 East Asian ancestry cases, 9,001 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	"18,127 East Asian ancestry cases, 17,746 East Asian ancestry controls"	20q13.12	20	44318326	"FITM2, R3HDML, HNF4A"	FITM2 - R3HDML	128486	140902		7077	18832	rs6017317-G	rs6017317		6017317	intergenic_variant	0	0.48	1.00E-11	11		1.09	[1.07–1.12]	"Affymetrix, Illumina [2626356] (imputed)"	N
1/18/2012	22158537	Cho YS	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	Type 2 diabetes	"5,999 East Asian ancestry cases, 9,001 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	"18,127 East Asian ancestry cases, 17,746 East Asian ancestry controls"	7q32.1	7	127524904	"PAX4, GCC1"	LOC105375490			105375490			rs6467136-G	rs6467136		6467136	intergenic_variant	0	0.79	5.00E-11	10.30103		1.11	[1.07–1.14]	"Affymetrix, Illumina [2626356] (imputed)"	N
1/18/2012	22158537	Cho YS	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	Type 2 diabetes	"5,999 East Asian ancestry cases, 9,001 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	"18,127 East Asian ancestry cases, 17,746 East Asian ancestry controls"	3p14.1	3	64062621	PSMD6	LOC105377121 - PRICKLE2-AS1	105377121	100652759		36261	5343	rs831571-c	rs831571		831571	intergenic_variant	0	0.61	8.00E-11	10.09691001		1.09	[1.06–1.12]	"Affymetrix, Illumina [2626356] (imputed)"	N
1/18/2012	22158537	Cho YS	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	Type 2 diabetes	"5,999 East Asian ancestry cases, 9,001 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	"18,127 East Asian ancestry cases, 17,746 East Asian ancestry controls"	6p21.2	6	38139068	ZFAND3	"LOC105375043, ZFAND3"			"105375043, 60685"			rs9470794-C	rs9470794		9470794	intron_variant	0	0.27	2.00E-10	9.698970004		1.12	[1.08–1.16]	"Affymetrix, Illumina [2626356] (imputed)"	N
1/18/2012	22158537	Cho YS	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	Type 2 diabetes	"5,999 East Asian ancestry cases, 9,001 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	"18,127 East Asian ancestry cases, 17,746 East Asian ancestry controls"	19q13.11	19	33402102	PEPD	PEPD			5184			rs3786897-A	rs3786897		3786897	intron_variant	0	0.56	1.00E-08	8		1.1	[1.07–1.14]	"Affymetrix, Illumina [2626356] (imputed)"	N
1/18/2012	22158537	Cho YS	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	Type 2 diabetes	"5,999 East Asian ancestry cases, 9,001 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	"18,127 East Asian ancestry cases, 17,746 East Asian ancestry controls"	6p21.2	6	39316274	KCNK16	"KCNK16, LOC105375047"			"83795, 105375047"			rs1535500-T	rs1535500		1535500	missense_variant	0	0.42	2.00E-08	7.698970004		1.08	[1.05–1.11]	"Affymetrix, Illumina [2626356] (imputed)"	N
1/18/2012	22158537	Cho YS	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	Type 2 diabetes	"5,999 East Asian ancestry cases, 9,001 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	"18,127 East Asian ancestry cases, 17,746 East Asian ancestry controls"	16q23.2	16	81455768	CMIP	CMIP			80790			rs16955379-C	rs16955379		16955379	intron_variant	0	0.8	3.00E-07	6.522878745		1.08	[1.05–1.12]	"Affymetrix, Illumina [2626356] (imputed)"	N
1/18/2012	22158537	Cho YS	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	Type 2 diabetes	"5,999 East Asian ancestry cases, 9,001 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	"18,127 East Asian ancestry cases, 17,746 East Asian ancestry controls"	16q23.2	16	79373021	WWOX	MAF			4094			rs17797882-T	rs17797882		17797882	regulatory_region_variant	0	0.32	9.00E-07	6.045757491		1.08	[1.05–1.12]	"Affymetrix, Illumina [2626356] (imputed)"	N
2/7/2012	22238593	Palmer ND	1/4/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/22238593	A genome-wide association search for type 2 diabetes genes in African Americans.	Type 2 diabetes	"965 African American cases, 1,029 African American controls"	"2,167 African American cases, 2,288 African American controls"	1p21.3	1	94604485	"SLC44A3, F3"	LOC105378861			105378861			rs7542900-C	rs7542900		7542900	intergenic_variant	0	0.56	6.00E-06	5.22184875		1.16	[1.09-1.25]	Affymetrix [832357]	N
2/7/2012	22238593	Palmer ND	1/4/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/22238593	A genome-wide association search for type 2 diabetes genes in African Americans.	Type 2 diabetes	"965 African American cases, 1,029 African American controls"	"2,167 African American cases, 2,288 African American controls"	2q23.3	2	150781422	"RBM43, RND3"	LOC101929282 - LOC105373686	101929282	105373686		146065	262414	rs7560163-C	rs7560163		7560163	intergenic_variant	0	0.86	7.00E-09	8.15490196		1.33	[1.19-1.49]	Affymetrix [832357]	N
2/7/2012	22238593	Palmer ND	1/4/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/22238593	A genome-wide association search for type 2 diabetes genes in African Americans.	Type 2 diabetes	"965 African American cases, 1,029 African American controls"	"2,167 African American cases, 2,288 African American controls"	11p15.4	11	11206827	"GALNTL4, LOC729013"	LOC105376550 - GALNT18	105376550	374378		29506	64047	rs2722769-C	rs2722769		2722769	intergenic_variant	0	0.53	2.00E-06	5.698970004		1.35	[1.19-1.54]	Affymetrix [832357]	N
2/7/2012	22238593	Palmer ND	1/4/2012	PLoS One	www.ncbi.nlm.nih.gov/pubmed/22238593	A genome-wide association search for type 2 diabetes genes in African Americans.	Type 2 diabetes	"965 African American cases, 1,029 African American controls"	"2,167 African American cases, 2,288 African American controls"	11q24.3	11	129603795	"TMEM45B, BARX2"	RPS27P20 - LINC01395	100271581	101929557		65622	8321	rs7107217-C	rs7107217		7107217	intron_variant	0	0.91	3.00E-07	6.522878745		1.18	[1.10-1.27]	Affymetrix [832357]	N
3/10/2012	22293688	Huang J	2/1/2012	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22293688	1000 Genomes-based imputation identifies novel and refined associations for the Wellcome Trust Case Control Consortium phase 1 Data.	Type 2 diabetes	"16,179 European ancestry individuals"	NA	9p21.3	9	22137686	CDKN2B	CDKN2B-AS1 - DMRTA1	100048912	63951		16589	309155	rs7018475-?	rs7018475		7018475	regulatory_region_variant	0	NR	3.00E-08	7.522878745		1.35	[1.18-1.56]	NR [6233112] (imputed)	N
